id;session;query;annotation;query_state
1387;trec-2013-2;scooter;"[[\http://dbpedia.org/resource/Scooter\""]]""";GE
1388;trec-2013-2;scooter cheap;"[[\http://dbpedia.org/resource/Scooter\""]]""";WS
1389;trec-2013-2;scooter review;"[[\http://dbpedia.org/resource/Scooter\""] [\""http://dbpedia.org/resource/Review\""]]""";WS
1390;trec-2013-2;scooter price;"[[\http://dbpedia.org/resource/Scooter\""] [\""http://dbpedia.org/resource/Price\""]]""";WS
1391;trec-2013-2;scooter stores;"[[\http://dbpedia.org/resource/Scooter\""] [\""http://dbpedia.org/resource/Retail\""]]""";WS
1392;trec-2013-2;where to buy scooters;"[[\http://dbpedia.org/resource/Purchasing\""] [\""http://dbpedia.org/resource/Scooter\""]]""";WS
1393;trec-2013-3;heart attack causes;"[[\http://dbpedia.org/resource/Myocardial_infarction\""] [\""http://dbpedia.org/resource/Causality\""]]""";IS
1394;trec-2013-3;heart attack causes nhs;"[[\http://dbpedia.org/resource/Myocardial_infarction\""] [\""http://dbpedia.org/resource/Causality\""] [\""http://dbpedia.org/resource/National_Health_Service\""]]""";SC
1395;trec-2013-3;heart attack causes site:nhs.uk;"[[\http://dbpedia.org/resource/Myocardial_infarction\""] [\""http://dbpedia.org/resource/Causality\""]]""";SC
1396;trec-2013-4;heart attack details;"[[\http://dbpedia.org/resource/Myocardial_infarction\""]]""";IS
1397;trec-2013-4;heart attack;"[[\http://dbpedia.org/resource/Myocardial_infarction\""]]""";GE
1398;trec-2013-4;heart attack statistics;"[[\http://dbpedia.org/resource/Myocardial_infarction\""] [\""http://dbpedia.org/resource/Statistics\""]]""";SC
1399;trec-2013-5;heart attack;"[[\http://dbpedia.org/resource/Myocardial_infarction\""]]""";IS
1400;trec-2013-5;heart attack treatment;"[[\http://dbpedia.org/resource/Myocardial_infarction\""] [\""http://dbpedia.org/resource/Therapy\""]]""";SC
1401;trec-2013-5;heart disease;"[[\http://dbpedia.org/resource/Cardiovascular_disease\""]]""";WS
1402;trec-2013-6;long-term care insurance;"[[\http://dbpedia.org/resource/Long-term_care_insurance\""]]""";IS
1403;trec-2013-6;long term care insurance;"[[\http://dbpedia.org/resource/Long-term_care_insurance\""]]""";RP
1404;trec-2013-6;long term care insurance uk;"[[\http://dbpedia.org/resource/Long-term_care_insurance\""] [\""http://dbpedia.org/resource/United_Kingdom\""]]""";SC
1405;trec-2013-6;long term care insurance uk \\u00a3;"[[\http://dbpedia.org/resource/Long-term_care_insurance\""] [\""http://dbpedia.org/resource/United_Kingdom\""]]""";SC
1406;trec-2013-6;"long term care insurance \united kingdom\"" OR britain OR england""";"[[\http://dbpedia.org/resource/Long-term_care_insurance\""] [\""http://dbpedia.org/resource/United_Kingdom\""] [\""http://dbpedia.org/resource/United_Kingdom\""] [\""http://dbpedia.org/resource/United_Kingdom\""]]""";WS
1407;trec-2013-6;long term care insurance -usa;"[[\http://dbpedia.org/resource/Long-term_care_insurance\""] [\""http://dbpedia.org/resource/United_States\""]]""";WS
1408;trec-2013-7;long-term care insurance;"[[\http://dbpedia.org/resource/Long-term_care_insurance\""]]""";IS
1409;trec-2013-7;long-term care insurance wiki;"[[\http://dbpedia.org/resource/Long-term_care_insurance\""] [\""http://dbpedia.org/resource/Wiki\""]]""";SC
1410;trec-2013-7;define: long-term care insurance;"[[\http://dbpedia.org/resource/Definition\""] [\""http://dbpedia.org/resource/Long-term_care_insurance\""]]""";WS
1411;trec-2013-7;"define: \long-term care insurance\""""";"[[\http://dbpedia.org/resource/Definition\""] [\""http://dbpedia.org/resource/Long-term_care_insurance\""]]""";RP
1412;trec-2013-7;long-term care insurance review;"[[\http://dbpedia.org/resource/Long-term_care_insurance\""] [\""http://dbpedia.org/resource/Review\""]]""";WS
1413;trec-2013-7;long-term care insurance comparisons -job;"[[\http://dbpedia.org/resource/Long-term_care_insurance\""] [\""http://dbpedia.org/resource/Job_(role)\""]]""";WS
1414;trec-2013-7;long-term care vs life insurance;"[[\http://dbpedia.org/resource/Long-term_care\""] [\""http://dbpedia.org/resource/Life_insurance\""]]""";WS
1415;trec-2013-7;long-term care vs life insurance -job;"[[\http://dbpedia.org/resource/Long-term_care\""] [\""http://dbpedia.org/resource/Life_insurance\""] [\""http://dbpedia.org/resource/Job_(role)\""]]""";SC
1416;trec-2013-8;us coinds;"[[\http://dbpedia.org/resource/Coins_of_the_United_States_dollar\""]]""";IS
1417;trec-2013-8;us coins;"[[\http://dbpedia.org/resource/Coins_of_the_United_States_dollar\""]]""";RP
1418;trec-2013-8;us coins wiki;"[[\http://dbpedia.org/resource/Coins_of_the_United_States_dollar\""] [\""http://dbpedia.org/resource/Wiki\""]]""";SC
1419;trec-2013-8;coins in us wiki;"[[\http://dbpedia.org/resource/Coins_of_the_United_States_dollar\""] [\""http://dbpedia.org/resource/Wiki\""]]""";SC
1420;trec-2013-9;old us coins;"[[\http://dbpedia.org/resource/Old\""] [\""http://dbpedia.org/resource/Coins_of_the_United_States_dollar\""]]""";IS
1421;trec-2013-9;collecting old us coins;"[[\http://dbpedia.org/resource/Collecting\""] [\""http://dbpedia.org/resource/Coins_of_the_United_States_dollar\""]]""";SC
1422;trec-2013-9;selling old us coins;"[[\http://dbpedia.org/resource/Selling\""] [\""http://dbpedia.org/resource/Coins_of_the_United_States_dollar\""]]""";WS
1423;trec-2013-9;"selling old \usa coins\""""";"[[\http://dbpedia.org/resource/Selling\""] [\""http://dbpedia.org/resource/Coins_of_the_United_States_dollar\""]]""";RP
1424;trec-2010-10;iron in food;"[[\http://dbpedia.org/resource/Human_iron_metabolism\""] [\""http://dbpedia.org/resource/Food\""]]""";IS
1425;trec-2010-10;iron supplements;"[[\http://dbpedia.org/resource/Human_iron_metabolism\""] [\""http://dbpedia.org/resource/Dietary_supplement\""]]""";WS
1426;trec-2010-11;history of music;"[[\http://dbpedia.org/resource/History_of_music\""] [\""http://dbpedia.org/resource/History\""] [\""http://dbpedia.org/resource/Music\""]]""";IS
1427;trec-2010-11;who invented the radio;"[[\http://dbpedia.org/resource/Invention\""] [\""http://dbpedia.org/resource/Radio\""]]""";RE
1428;trec-2010-12;wall hung toilet;"[\http://dbpedia.org/resource/Toilet\""]""";IS
1429;trec-2010-12;wall hung toilet kohler;"[[\http://dbpedia.org/resource/Kohler_Company\""]]""";SC
1430;trec-2010-13;fence material;"[[\http://dbpedia.org/resource/Fence\""] [\""http://dbpedia.org/resource/Material\""]]""";IS
1431;trec-2010-13;chain link wood fence material;"[[\http://dbpedia.org/resource/Chain-link_fencing\""] [\""http://dbpedia.org/resource/Material\""]]""";SC
1432;trec-2010-14;avp;"[[\http://dbpedia.org/resource/Kaspersky_Anti-Virus\""]]""";IS
1433;trec-2010-14;avp antivirus;"[[\http://dbpedia.org/resource/Kaspersky_Anti-Virus\""] [\""http://dbpedia.org/resource/Antivirus_software\""]]""";SC
1434;trec-2010-15;french lick resort and casino;"[[\http://dbpedia.org/resource/French_Lick_Resort_Casino\""]]""";IS
1435;trec-2010-15;french lick resort and casino discounts;"[[\http://dbpedia.org/resource/French_Lick_Resort_Casino\""] [\""http://dbpedia.org/resource/Discounts_and_allowances\""]]""";SC
1436;trec-2010-16;disneyland offers;"[[\http://dbpedia.org/resource/Disneyland\""] [\""http://dbpedia.org/resource/Sales_promotion\""]]""";IS
1437;trec-2010-16;disneyland hotels;"[[\http://dbpedia.org/resource/Disneyland\""] [\""http://dbpedia.org/resource/Hotel\""]]""";WS
1438;trec-2010-17;injuries forearm pain;"[[\http://dbpedia.org/resource/Injury\""] [\""http://dbpedia.org/resource/Forearm\""] [\""http://dbpedia.org/resource/Pain\""]]""";IS
1439;trec-2010-17;forearm pain;"[[\http://dbpedia.org/resource/Forearm\""] [\""http://dbpedia.org/resource/Pain\""]]""";GE
1440;trec-2010-18;dog adoption;"[[\http://dbpedia.org/resource/Dog\""] [\""http://dbpedia.org/resource/Pet_adoption\""]]""";IS
1441;trec-2010-18;organization dog adoption;"[[\http://dbpedia.org/resource/Nonprofit_organization\""] [\""http://dbpedia.org/resource/Dog\""] [\""http://dbpedia.org/resource/Pet_adoption\""]]""";SC
1442;trec-2010-19;resting heart rate;"[[\http://dbpedia.org/resource/Heart_rate\""]]""";IS
1443;trec-2010-19;heart rate blood pressure cholesterol;"[[\http://dbpedia.org/resource/Heart_rate\""] [\""http://dbpedia.org/resource/Blood_pressure\""] [\""http://dbpedia.org/resource/Cholesterol\""]]""";WS
1444;trec-2010-20;espn;"[[\http://dbpedia.org/resource/ESPN\""]]""";IS
1445;trec-2010-20;fantasy football leagues;"[[\http://dbpedia.org/resource/Fantasy_football_(American)\""] [\""http://dbpedia.org/resource/Fantasy_football_(American)\""] [\""http://dbpedia.org/resource/Sports_league\""]]""";RE
1446;trec-2010-21;comcast;"[[\http://dbpedia.org/resource/Comcast\""]]""";IS
1447;trec-2010-21;cheap dsl providers;"[[\http://dbpedia.org/resource/Digital_subscriber_line\""] [\""http://dbpedia.org/resource/Internet_service_provider\""]]""";RE
1448;trec-2010-22;dinosaurs;"[[\http://dbpedia.org/resource/Dinosaur\""]]""";IS
1449;trec-2010-22;walking with dinosaurs bbc;"[[\http://dbpedia.org/resource/Walking_with_Dinosaurs\""] [\""http://dbpedia.org/resource/BBC\""]]""";SC
1450;trec-2010-23;ps 2 games;"[[\http://dbpedia.org/resource/PlayStation_2\""] [\""http://dbpedia.org/resource/Video_game\""] [\""http://dbpedia.org/resource/List_of_PlayStation_2_games\""]]""";IS
1451;trec-2010-23;new ps 2 games;"[[\http://dbpedia.org/resource/PlayStation_2\""] [\""http://dbpedia.org/resource/Video_game\""] [\""http://dbpedia.org/resource/List_of_PlayStation_2_games\""]]""";SC
1452;trec-2010-24;low cost internet providers;"[[\http://dbpedia.org/resource/Internet_service_provider\""]]""";IS
1453;trec-2010-24;providers free wireless;"[[\http://dbpedia.org/resource/Wireless_Internet_service_provider\""] [\""http://dbpedia.org/resource/Gratis\""] [\""http://dbpedia.org/resource/Wireless_network\""]]""";WS
1454;trec-2010-25;bart schedules and fares;"[[\http://dbpedia.org/resource/Bay_Area_Rapid_Transit\""] [\""http://dbpedia.org/resource/Public_transport_timetable\""] [\""http://dbpedia.org/resource/Fare\""]]""";IS
1455;trec-2010-25;bart map;"[[\http://dbpedia.org/resource/Bay_Area_Rapid_Transit\""] [\""http://dbpedia.org/resource/Topological_map\""] [\""http://dbpedia.org/resource/List_of_Bay_Area_Rapid_Transit_stations\""]]""";WS
1456;trec-2010-26;flame pics;"[[\http://dbpedia.org/resource/Flame\""] [\""http://dbpedia.org/resource/Image\""]]""";IS
1457;trec-2010-26;flames decals;"[[\http://dbpedia.org/resource/Flame\""] [\""http://dbpedia.org/resource/Decal\""]]""";WS
1458;trec-2010-27;volvo;"[[\http://dbpedia.org/resource/Volvo_Trucks\""]]""";IS
1459;trec-2010-27;volvo semi trucks;"[[\http://dbpedia.org/resource/Volvo_Trucks\""] [\""http://dbpedia.org/resource/Semi-trailer_truck\""]]""";SC
1460;trec-2010-28;autozone.com;"[[\http://dbpedia.org/resource/AutoZone\""]]""";IS
1461;trec-2010-28;used car parts;"[[\http://dbpedia.org/resource/Used_good\""] [\""http://dbpedia.org/resource/List_of_auto_parts\""] [\""http://dbpedia.org/resource/Automobile\""] [\""http://dbpedia.org/resource/Spare_part\""]]""";RE
1462;trec-2010-29;best elliptical trainers for home use;"[[\http://dbpedia.org/resource/Elliptical_trainer\""]]""";IS
1463;trec-2010-29;elliptical trainers;"[[\http://dbpedia.org/resource/Elliptical_trainer\""]]""";GE
1464;trec-2010-30;mitchell college;"[[\http://dbpedia.org/resource/Mitchell_College\""]]""";IS
1465;trec-2010-30;compare mitchell college;"[[\http://dbpedia.org/resource/Mitchell_College\""]]""";SC
1466;trec-2010-31;spyware;"[[\http://dbpedia.org/resource/Spyware\""]]""";IS
1467;trec-2010-31;trojan horse;"[[\http://dbpedia.org/resource/Trojan_horse_(computing)\""]]""";RE
1468;trec-2010-32;history crossword puzzles;"[[\http://dbpedia.org/resource/History\""] [\""http://dbpedia.org/resource/Crossword\""]""";IS
1469;trec-2010-32;history games;"[[\http://dbpedia.org/resource/History\""] [\""http://dbpedia.org/resource/Game\""] [\""http://dbpedia.org/resource/History_of_games\""]]""";WS
1470;trec-2010-33;balance starbucks gift card;"[[\http://dbpedia.org/resource/Balance_(accounting)\""] [\""http://dbpedia.org/resource/Starbucks\""] [\""http://dbpedia.org/resource/Gift_card\""]]""";IS
1471;trec-2010-33;starbucks gift card;"[[\http://dbpedia.org/resource/Starbucks\""] [\""http://dbpedia.org/resource/Gift_card\""]]""";GE
1472;trec-2010-34;espn nba finals highlights;"[[\http://dbpedia.org/resource/ESPN\""] [\""http://dbpedia.org/resource/NBA_Finals\""] [\""http://dbpedia.org/resource/National_Basketball_Association\""] [\""http://dbpedia.org/resource/Final_(competition)\""]]""";IS
1473;trec-2010-34;nba finals highlights;"[[\http://dbpedia.org/resource/NBA_Finals\""] [\""http://dbpedia.org/resource/National_Basketball_Association\""] [\""http://dbpedia.org/resource/Final_(competition)\""]]""";GE
1474;trec-2010-35;computer worms;"[[\http://dbpedia.org/resource/Computer_worm\""]]""";IS
1475;trec-2010-35;malware;"[[\http://dbpedia.org/resource/Malware\""]]""";RE
1476;trec-2010-36;the sun;"[[\http://dbpedia.org/resource/The_Sun_(United_Kingdom)\""]]""";IS
1477;trec-2010-36;the sun newspaper;"[[\http://dbpedia.org/resource/The_Sun_(United_Kingdom)\""] [\""http://dbpedia.org/resource/Newspaper\""]]""";SC
1478;trec-2010-37;sun spot activity;"[[\http://dbpedia.org/resource/Sunspot\""] [\""http://dbpedia.org/resource/Action_(philosophy)\""]]""";IS
1479;trec-2010-37;sun spot earthquake;"[[\http://dbpedia.org/resource/Sunspot\""] [\""http://dbpedia.org/resource/Earthquake\""]]""";WS
1480;trec-2010-38;djs;"[[\http://dbpedia.org/resource/Disc_jockey\""]]""";IS
1481;trec-2010-38;djs jobs;"[[\http://dbpedia.org/resource/Disc_jockey\""] [\""http://dbpedia.org/resource/Job_(role)\""]]""";SC
1482;trec-2010-39;scythe;"[[\http://dbpedia.org/resource/Scythe\""]]""";IS
1483;trec-2010-39;scythe mythology;"[[\http://dbpedia.org/resource/Scythe\""] [\""http://dbpedia.org/resource/Mythology\""]]""";SC
1484;trec-2010-40;fried rice recipes;"[[\http://dbpedia.org/resource/Fried_rice\""] [\""http://dbpedia.org/resource/Recipe\""]]""";IS
1485;trec-2010-40;rice recipes;"[[\http://dbpedia.org/resource/Rice\""] [\""http://dbpedia.org/resource/Recipe\""]]""";GE
1486;trec-2010-41;kcs;"[\http://dbpedia.org/resource/Petrohawk\""]]""";IS
1487;trec-2010-41;kcs petrohawk;"[[\http://dbpedia.org/resource/Petrohawk\""]]""";SC
1488;trec-2010-42;er download watch online;"[[\http://dbpedia.org/resource/ER_(TV_series)\""] [\""http://dbpedia.org/resource/Download\""] [\""http://dbpedia.org/resource/Online_and_offline\""]]""";IS
1489;trec-2010-42;er episodes;"[[\http://dbpedia.org/resource/ER_(TV_series)\""] [\""http://dbpedia.org/resource/Episode\""]]""";WS
1490;trec-2010-43;fabric glue;"[[\http://dbpedia.org/resource/Textile\""] [\""http://dbpedia.org/resource/Adhesive\""]]""";IS
1491;trec-2010-43;fabric adhesive;"[[\http://dbpedia.org/resource/Textile\""] [\""http://dbpedia.org/resource/Adhesive\""]]""";WS
1492;trec-2010-44;madagascar penguin pics;"[[\http://dbpedia.org/resource/Madagascar_(2005_film)\""] [\""http://dbpedia.org/resource/Penguin\""] [\""http://dbpedia.org/resource/Image\""]]""";IS
1493;trec-2010-44;animated penguin pics;"[[\http://dbpedia.org/resource/Animation\""] [\""http://dbpedia.org/resource/Penguin\""] [\""http://dbpedia.org/resource/Image\""]]""";WS
1494;trec-2010-45;continental drifting;"[[\http://dbpedia.org/resource/Continental_drift\""]]""";IS
1495;trec-2010-45;plate tectonics;"[[\http://dbpedia.org/resource/Plate_tectonics\""]]""";RE
1496;trec-2010-46;inuyasha;"[[\http://dbpedia.org/resource/InuYasha\""]]""";IS
1497;trec-2010-46;inuyasha games;"[[\http://dbpedia.org/resource/InuYasha\""] [\""http://dbpedia.org/resource/Video_game\""]]""";SC
1498;trec-2010-47;pink floyd the wall;"[[\http://dbpedia.org/resource/Pink_Floyd\""] [\""http://dbpedia.org/resource/The_Wall\""]]""";IS
1499;trec-2010-47;pink floyd the wall movie;"[[\http://dbpedia.org/resource/Pink_Floyd_\\u2013_The_Wall\""]]""";SC
1500;trec-2010-48;facial flushing and high blood pressure;"[[\http://dbpedia.org/resource/Flushing_(physiology)\""] [\""http://dbpedia.org/resource/Hypertension\""]]""";IS
1501;trec-2010-48;facial flushing;"[[\http://dbpedia.org/resource/Flushing_(physiology)\""]]""";GE
1502;trec-2010-49;buy used car parts online;"[[\http://dbpedia.org/resource/Trade\""] [\""http://dbpedia.org/resource/Used_good\""] [\""http://dbpedia.org/resource/List_of_auto_parts\""] [\""http://dbpedia.org/resource/Online_and_offline\""]]""";IS
1503;trec-2010-49;junk yard;"[[\http://dbpedia.org/resource/Wrecking_yard\""]]""";RE
1504;trec-2010-50;tornadoes;"[[\http://dbpedia.org/resource/Tornado\""]]""";IS
1505;trec-2010-50;forecasting tornadoes;"[[\http://dbpedia.org/resource/Forecasting\""] [\""http://dbpedia.org/resource/Tornado\""]]""";SC
1506;trec-2010-51;solar panels;"[[\http://dbpedia.org/resource/Solar_panel\""]]""";IS
1507;trec-2010-51;solar panels nano-technology;"[[\http://dbpedia.org/resource/Solar_panel\""] [\""http://dbpedia.org/resource/Nanotechnology\""]]""";SC
1508;trec-2010-52;purpose driven life warren;"[[\http://dbpedia.org/resource/The_Purpose_Driven_Life\""] [\""http://dbpedia.org/resource/Rick_Warren\""]]""";IS
1509;trec-2010-52;obama mccain debate;"[[\http://dbpedia.org/resource/Barack_Obama\""] [\""http://dbpedia.org/resource/John_McCain\""] [\""http://dbpedia.org/resource/United_States_presidential_election_debates\""]]""";NW
1510;trec-2010-53;gps receivers;"[[\http://dbpedia.org/resource/GPS_navigation_device\""]]""";IS
1511;trec-2010-53;digital cameras gps;"[[\http://dbpedia.org/resource/Digital_camera\""] [\""http://dbpedia.org/resource/Global_Positioning_System\""]]""";WS
1512;trec-2010-54;adopting a dog;"[[\http://dbpedia.org/resource/Pet_adoption\""]]""";IS
1513;trec-2010-54;humane society;"[[\http://dbpedia.org/resource/Humane_society\""]]""";RE
1514;trec-2010-55;bobcat tractor;"[[\http://dbpedia.org/resource/Bobcat_Company\""] [\""http://dbpedia.org/resource/Tractor\""]]""";IS
1515;trec-2010-55;bobcat tractor attachment;"[[\http://dbpedia.org/resource/Bobcat_Company\""] [\""http://dbpedia.org/resource/Tractor\""] [\""http://dbpedia.org/resource/Excavator\""]]""";SC
1516;trec-2010-56;hunting;"[[\http://dbpedia.org/resource/Hunting\""]]""";IS
1517;trec-2010-56;hunting arizona;"[[\http://dbpedia.org/resource/Hunting\""] [\""http://dbpedia.org/resource/Arizona\""]]""";SC
1518;trec-2010-57;how to build a fence;"[[\http://dbpedia.org/resource/How-to\""] [\""http://dbpedia.org/resource/Fence\""]]""";IS
1519;trec-2010-57;how to build a chain link fence;"[[\http://dbpedia.org/resource/How-to\""] [\""http://dbpedia.org/resource/Chain-link_fencing\""]]""";SC
1520;trec-2010-58;workplace diversity;"[[\http://dbpedia.org/resource/Diversity_(business)\""]]""";IS
1521;trec-2010-58;diversity training;"[[\http://dbpedia.org/resource/Diversity_training\""]]""";WS
1522;trec-2010-59;ocd beckham;"[[\http://dbpedia.org/resource/Obsessive–compulsive_disorder\""] [\""http://dbpedia.org/resource/David_Beckham\""]]""";IS
1523;trec-2010-59;ocd famous sufferers;"[[\http://dbpedia.org/resource/Obsessive–compulsive_disorder\""]]""";WS
1524;trec-2010-60;getting organized office;"[[\http://dbpedia.org/resource/Organization\""] [\""http://dbpedia.org/resource/Office\""]]""";IS
1525;trec-2010-60;container store;"[[\http://dbpedia.org/resource/The_Container_Store\""]]""";RE
1526;trec-2010-61;us map;"[[\http://dbpedia.org/resource/National_Atlas_of_the_United_States\""]]""";IS
1527;trec-2010-61;us map states and capitals;"[[\http://dbpedia.org/resource/National_Atlas_of_the_United_States\""] [\""http://dbpedia.org/resource/U.S._state\""] [\""http://dbpedia.org/resource/List_of_capitals_in_the_United_States\""]]""";SC
1528;trec-2010-62;diabetes education posters;"[[\http://dbpedia.org/resource/Diabetes_mellitus\""] [\""http://dbpedia.org/resource/Education\""] [\""http://dbpedia.org/resource/Poster\""]]""";IS
1529;trec-2010-62;nih diabetes;"[[\http://dbpedia.org/resource/National_Institutes_of_Health\""] [\""http://dbpedia.org/resource/Diabetes_mellitus\""]]""";WS
1530;trec-2010-63;poker vegas;"[[\http://dbpedia.org/resource/Poker\""] [\""http://dbpedia.org/resource/Las_Vegas\""]]""";IS
1531;trec-2010-63;poker atlantic city;"[[\http://dbpedia.org/resource/Poker\""] [\""http://dbpedia.org/resource/Atlantic_City_New_Jersey\""]]""";WS
1532;trec-2010-64;pampered chef;"[[\http://dbpedia.org/resource/The_Pampered_Chef\""]]""";IS
1533;trec-2010-64;hosting pampered chef;"[[\http://dbpedia.org/resource/The_Pampered_Chef\""]]""";SC
1534;trec-2010-65;the secret garden;"[[\http://dbpedia.org/resource/The_Secret_Garden\""]]""";IS
1535;trec-2010-65;biography burnett;"[[\http://dbpedia.org/resource/Biography\""] [\""http://dbpedia.org/resource/Burnett\""]]""";RE
1536;trec-2010-66;vldl levels;"[[\http://dbpedia.org/resource/Very_low-density_lipoprotein\""]]""";IS
1537;trec-2010-66;difference vldl ldl hdl;"[[\http://dbpedia.org/resource/Difference_(philosophy)\""] [\""http://dbpedia.org/resource/Very_low-density_lipoprotein\""] [\""http://dbpedia.org/resource/Low-density_lipoprotein\""] [\""http://dbpedia.org/resource/High-density_lipoprotein\""]]""";WS
1538;trec-2010-67;martin aircraft;"[[\http://dbpedia.org/resource/Glenn_L._Martin_Company\""]]""";IS
1539;trec-2010-67;b57;"[[\http://dbpedia.org/resource/B57\""]]""";RE
1540;trec-2010-68;diabetes education;"[[\http://dbpedia.org/resource/Diabetes_mellitus\""] [\""http://dbpedia.org/resource/Education\""]]""";IS
1541;trec-2010-68;diabetes educator;"[[\http://dbpedia.org/resource/Diabetes_mellitus\""] [\""http://dbpedia.org/resource/Education\""]]""";WS
1542;trec-2010-69;high heart rate blood pressure cholesterol;"[[\http://dbpedia.org/resource/Heart_rate\""] [\""http://dbpedia.org/resource/Blood_pressure\""] [\""http://dbpedia.org/resource/Cholesterol\""]]""";IS
1543;trec-2010-69;high heart rate;"[[\http://dbpedia.org/resource/Heart_rate\""]]""";GE
1544;trec-2010-70;dinosaurs pics;"[[\http://dbpedia.org/resource/Dinosaur\""] [\""http://dbpedia.org/resource/Image\""]]""";IS
1545;trec-2010-70;dinosaurs;"[[\http://dbpedia.org/resource/Dinosaur\""]]""";GE
1546;trec-2010-71;mitchell college athletics;"[[\http://dbpedia.org/resource/Mitchell_College\""]]""";IS
1547;trec-2010-71;mitchell college admissions;"[[\http://dbpedia.org/resource/Mitchell_College\""] [\""http://dbpedia.org/resource/University_and_college_admission\""]]""";WS
1548;trec-2010-72;the secret garden;"[[\http://dbpedia.org/resource/Secret_Garden\""]]""";IS
1549;trec-2010-72;the secret garden adaptations;"[[\http://dbpedia.org/resource/Secret_Garden\""]]""";SC
1550;trec-2010-73;wedding budget calculator;"[[\http://dbpedia.org/resource/Wedding\""]]""";IS
1551;trec-2010-73;inexpensive wedding;"[[\http://dbpedia.org/resource/Expense\""] [\""http://dbpedia.org/resource/Wedding\""]]""";WS
1552;trec-2010-74;tsa;"[[\http://dbpedia.org/resource/Transportation_Security_Administration\""]]""";IS
1553;trec-2010-74;air travel information;"[[\http://dbpedia.org/resource/Air_travel\""] [\""http://dbpedia.org/resource/Information\""]]""";RE
1554;trec-2010-75;michworks;"[[\http://dbpedia.org/resource/Michigan_Education_Association\]]""";IS
1555;trec-2010-75;jobs michigan;"[[\http://dbpedia.org/resource/Job_(role)\""] [\""http://dbpedia.org/resource/Michigan\""]]""";RE
1556;trec-2010-76;indexed annuity;"[[\http://dbpedia.org/resource/Indexed_annuity\""]]""";IS
1557;trec-2010-76;indexed annuity pros and cons;"[[\http://dbpedia.org/resource/Indexed_annuity\""] [\""http://dbpedia.org/resource/Decision_making\""]]""";SC
1558;trec-2010-77;to be or not to be;"[[\http://dbpedia.org/resource/To_be_or_not_to_be\""]]""";IS
1559;trec-2010-77;shakespeare quotes plays;"[[\http://dbpedia.org/resource/William_Shakespeare\""] [\""http://dbpedia.org/resource/Quotation\""] [\""http://dbpedia.org/resource/Shakespeare's_plays\""]]""";RE
1560;trec-2010-78;windows defender reports software problems;"[[\http://dbpedia.org/resource/Windows_Defender\""] [\""http://dbpedia.org/resource/Report\""] [\""http://dbpedia.org/resource/Software\""] [\""http://dbpedia.org/resource/Software_bug\""]]""";IS
1561;trec-2010-78;windows defender problems;"[[\http://dbpedia.org/resource/Windows_Defender\""] [\""http://dbpedia.org/resource/Problem\""]]""";GE
1562;trec-2010-79;printable maps;"[[\http://dbpedia.org/resource/Printable_version\""] [\""http://dbpedia.org/resource/Map\""]]""";IS
1563;trec-2010-79;atlas;"[[\http://dbpedia.org/resource/Atlas\""]]""";RE
1564;trec-2010-80;courses on designing web sites;"[[\http://dbpedia.org/resource/Course_(education)\""] [\""http://dbpedia.org/resource/Web_design\""]]""";IS
1565;trec-2010-80;website design;"[[\http://dbpedia.org/resource/Web_design\""]]""";RE
1566;trec-2010-81;becoming dj;"[[\http://dbpedia.org/resource/Disc_jockey\""]]""";IS
1567;trec-2010-81;dj jobs;"[[\http://dbpedia.org/resource/Disc_jockey\""] [\""http://dbpedia.org/resource/Job_(role)\""]]""";WS
1568;trec-2010-82;wilson antenna;"[[\http://dbpedia.org/resource/Antenna_(radio)\""]]""";IS
1569;trec-2010-82;wilson antenna cb;"[[\http://dbpedia.org/resource/Antenna_(radio)\""] [\""http://dbpedia.org/resource/Citizens_Band_radio\""]]""";SC
1570;trec-2010-83;history crossword;"[[\http://dbpedia.org/resource/History\""] [\""http://dbpedia.org/resource/Crossword\""]]""";IS
1571;trec-2010-83;history word searches;"[[\http://dbpedia.org/resource/History\""] [\""http://dbpedia.org/resource/Word_search\""]]""";WS
1572;trec-2010-84;discovery channel stores;"[[\http://dbpedia.org/resource/Discovery_Channel\""] [\""http://dbpedia.org/resource/Retail\""]]""";IS
1573;trec-2010-84;science toys for kids;"[[\http://dbpedia.org/resource/Science\""] [\""http://dbpedia.org/resource/Toy\""] [\""http://dbpedia.org/resource/Child\""]]""";RE
1574;trec-2010-85;dog heat;"[[\http://dbpedia.org/resource/Dog\""] [\""http://dbpedia.org/resource/Estrous_cycle\""]]""";IS
1575;trec-2010-85;dog heat breeding;"[[\http://dbpedia.org/resource/Dog\""] [\""http://dbpedia.org/resource/Estrous_cycle\""] [\""http://dbpedia.org/resource/Breeding\""]]""";SC
1576;trec-2010-86;student at mitchell college;"[[\http://dbpedia.org/resource/Student\""] [\""http://dbpedia.org/resource/Mitchell_College\""]]""";IS
1577;trec-2010-86;mitchell college;"[[\http://dbpedia.org/resource/Mitchell_College\""]]""";GE
1578;trec-2010-87;president of the united states email;"[[\http://dbpedia.org/resource/President_of_the_United_States\""] [\""http://dbpedia.org/resource/Email\""]]""";IS
1579;trec-2010-87;president of the united states contact;"[[\http://dbpedia.org/resource/President_of_the_United_States\""] [\""http://dbpedia.org/resource/Social_network\""]]""";WS
1580;trec-2010-88;rick warren;"[[\http://dbpedia.org/resource/Rick_Warren\""]]""";IS
